,Indicator Full Name,Indicator,Area Name,Radius,Year,Time period,Mortality Rate
210,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hillingdon CCG,Inner,2009,2009 - 11,225.07057358600602
211,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hounslow CCG,Inner,2009,2009 - 11,240.116282745855
212,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS North West Surrey CCG,Inner,2009,2009 - 11,210.29
213,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Buckinghamshire CCG,Inner,2009,2009 - 11,194.297860113069
214,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS East Berkshire CCG,Inner,2009,2009 - 11,227.372248997623
215,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Ealing CCG,Inner,2010,2010 - 12,241.37590581747799
216,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hillingdon CCG,Inner,2010,2010 - 12,224.361912469742
217,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hounslow CCG,Inner,2010,2010 - 12,233.94710888627202
218,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS North West Surrey CCG,Inner,2010,2010 - 12,209.03
219,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Buckinghamshire CCG,Inner,2010,2010 - 12,186.433751102559
220,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS East Berkshire CCG,Inner,2010,2010 - 12,226.73676852742
221,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Ealing CCG,Inner,2011,2011 - 13,233.855014347258
222,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hillingdon CCG,Inner,2011,2011 - 13,215.463531366937
223,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hounslow CCG,Inner,2011,2011 - 13,243.393209019077
224,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS North West Surrey CCG,Inner,2011,2011 - 13,205.05
225,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Buckinghamshire CCG,Inner,2011,2011 - 13,176.75933171753996
226,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS East Berkshire CCG,Inner,2011,2011 - 13,222.63990251076598
227,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Ealing CCG,Inner,2012,2012 - 14,221.71304989136502
228,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hillingdon CCG,Inner,2012,2012 - 14,207.770265486781
229,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hounslow CCG,Inner,2012,2012 - 14,240.47057415899897
230,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS North West Surrey CCG,Inner,2012,2012 - 14,198.06
231,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Buckinghamshire CCG,Inner,2012,2012 - 14,168.290134602018
232,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS East Berkshire CCG,Inner,2012,2012 - 14,215.045992119036
233,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Ealing CCG,Inner,2013,2013 - 15,213.746271456144
234,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hillingdon CCG,Inner,2013,2013 - 15,217.79651944334702
235,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hounslow CCG,Inner,2013,2013 - 15,223.672065132827
236,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS North West Surrey CCG,Inner,2013,2013 - 15,196.93
237,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Buckinghamshire CCG,Inner,2013,2013 - 15,165.99979518383302
238,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS East Berkshire CCG,Inner,2013,2013 - 15,209.67467019038898
239,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Ealing CCG,Inner,2014,2014 - 16,201.11930543156
240,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hillingdon CCG,Inner,2014,2014 - 16,215.44927795303286
241,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hounslow CCG,Inner,2014,2014 - 16,208.915265126599
242,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS North West Surrey CCG,Inner,2014,2014 - 16,192.82
243,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Buckinghamshire CCG,Inner,2014,2014 - 16,161.95909068558996
244,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS East Berkshire CCG,Inner,2014,2014 - 16,204.79653443389
245,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Ealing CCG,Inner,2015,2015 - 17,196.193501630313
246,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hillingdon CCG,Inner,2015,2015 - 17,211.404964005589
247,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hounslow CCG,Inner,2015,2015 - 17,208.46903441474498
248,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS North West Surrey CCG,Inner,2015,2015 - 17,189.36
249,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Buckinghamshire CCG,Inner,2015,2015 - 17,163.690380264101
250,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS East Berkshire CCG,Inner,2015,2015 - 17,198.474784499994
251,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Ealing CCG,Inner,2016,2016 - 18,189.21071256894797
252,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hillingdon CCG,Inner,2016,2016 - 18,201.38205259658298
253,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hounslow CCG,Inner,2016,2016 - 18,204.58736388142103
254,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS North West Surrey CCG,Inner,2016,2016 - 18,184.54
255,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Buckinghamshire CCG,Inner,2016,2016 - 18,155.49604607014402
256,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS East Berkshire CCG,Inner,2016,2016 - 18,186.33808239131199
257,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Ealing CCG,Inner,2017,2017 - 19,181.608593758601
258,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hillingdon CCG,Inner,2017,2017 - 19,201.246746609023
259,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hounslow CCG,Inner,2017,2017 - 19,191.336635022544
260,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Buckinghamshire CCG,Inner,2017,2017 - 19,148.297996712286
261,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS East Berkshire CCG,Inner,2017,2017 - 19,173.5936459806
262,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Ealing CCG,Inner,2006,2006 - 08,25.241722489432203
263,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hillingdon CCG,Inner,2006,2006 - 08,27.3050904979953
264,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hounslow CCG,Inner,2006,2006 - 08,40.85789106487221
265,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Buckinghamshire CCG,Inner,2006,2006 - 08,23.3837508337476
266,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS East Berkshire CCG,Inner,2006,2006 - 08,33.073353473227
267,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Ealing CCG,Inner,2007,2007 - 09,29.1377920369646
268,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hillingdon CCG,Inner,2007,2007 - 09,27.785227167895695
269,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hounslow CCG,Inner,2007,2007 - 09,42.5446326745589
270,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Buckinghamshire CCG,Inner,2007,2007 - 09,22.8488168974341
271,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS East Berkshire CCG,Inner,2007,2007 - 09,33.441139015012695
272,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Ealing CCG,Inner,2008,2008 - 10,31.7703635775153
273,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hillingdon CCG,Inner,2008,2008 - 10,31.43015598739069
274,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hounslow CCG,Inner,2008,2008 - 10,43.4233684410857
275,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Buckinghamshire CCG,Inner,2008,2008 - 10,22.5339084150319
276,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS East Berkshire CCG,Inner,2008,2008 - 10,32.3811305816104
277,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Ealing CCG,Inner,2009,2009 - 11,36.395967841651796
278,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hillingdon CCG,Inner,2009,2009 - 11,35.0044446323322
279,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hounslow CCG,Inner,2009,2009 - 11,38.920084620522296
280,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Buckinghamshire CCG,Inner,2009,2009 - 11,22.7677390002663
281,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS East Berkshire CCG,Inner,2009,2009 - 11,31.0190001941157
282,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Ealing CCG,Inner,2010,2010 - 12,34.9454263029539
283,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hillingdon CCG,Inner,2010,2010 - 12,38.641098158119895
284,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hounslow CCG,Inner,2010,2010 - 12,43.6481711006597
285,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Buckinghamshire CCG,Inner,2010,2010 - 12,25.2523645594672
286,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS East Berkshire CCG,Inner,2010,2010 - 12,33.3907944793291
287,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Ealing CCG,Inner,2011,2011 - 13,39.417830330312
288,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hillingdon CCG,Inner,2011,2011 - 13,40.955165183452
289,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hounslow CCG,Inner,2011,2011 - 13,42.0648504858523
290,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Buckinghamshire CCG,Inner,2011,2011 - 13,28.5518828242556
291,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS East Berkshire CCG,Inner,2011,2011 - 13,34.5083859125703
292,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Ealing CCG,Inner,2012,2012 - 14,35.713311457884004
293,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hillingdon CCG,Inner,2012,2012 - 14,40.586149520308105
294,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hounslow CCG,Inner,2012,2012 - 14,47.038594926397295
295,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Buckinghamshire CCG,Inner,2012,2012 - 14,30.7104853732119
296,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS East Berkshire CCG,Inner,2012,2012 - 14,38.9776467277302
297,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Ealing CCG,Inner,2013,2013 - 15,38.3438123192037
298,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hillingdon CCG,Inner,2013,2013 - 15,42.255257997372
299,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hounslow CCG,Inner,2013,2013 - 15,47.9052424896102
300,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Buckinghamshire CCG,Inner,2013,2013 - 15,33.691169177844
301,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS East Berkshire CCG,Inner,2013,2013 - 15,39.4857249648474
302,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Ealing CCG,Inner,2014,2014 - 16,39.3667833399911
303,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hillingdon CCG,Inner,2014,2014 - 16,40.7905247802986
304,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hounslow CCG,Inner,2014,2014 - 16,49.708740151932794
305,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Buckinghamshire CCG,Inner,2014,2014 - 16,36.5991687586382
306,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS East Berkshire CCG,Inner,2014,2014 - 16,44.864612078719304
307,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Ealing CCG,Inner,2015,2015 - 17,41.6246425108106
308,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hillingdon CCG,Inner,2015,2015 - 17,45.0694787279615
309,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hounslow CCG,Inner,2015,2015 - 17,52.3380437529277
310,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Buckinghamshire CCG,Inner,2015,2015 - 17,39.99007244669271
311,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS East Berkshire CCG,Inner,2015,2015 - 17,48.29676905722611
312,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Ealing CCG,Inner,2016,2016 - 18,40.94418062669
313,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hillingdon CCG,Inner,2016,2016 - 18,49.6692386960831
314,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hounslow CCG,Inner,2016,2016 - 18,53.078344947652596
315,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Buckinghamshire CCG,Inner,2016,2016 - 18,39.5630863490712
316,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS East Berkshire CCG,Inner,2016,2016 - 18,49.711065263034
317,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Ealing CCG,Inner,2017,2017 - 19,41.5589344184244
318,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hillingdon CCG,Inner,2017,2017 - 19,53.8473285118419
319,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hounslow CCG,Inner,2017,2017 - 19,54.9549338596499
320,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Buckinghamshire CCG,Inner,2017,2017 - 19,37.4999686741073
321,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS East Berkshire CCG,Inner,2017,2017 - 19,44.03678219548921
322,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Ealing CCG,Inner,2006,2006 - 08,25.241722489432203
323,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hillingdon CCG,Inner,2006,2006 - 08,27.3050904979953
324,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hounslow CCG,Inner,2006,2006 - 08,40.85789106487221
325,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS North West Surrey CCG,Inner,2006,2006 - 08,29.61
326,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Buckinghamshire CCG,Inner,2006,2006 - 08,23.3837508337476
327,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS East Berkshire CCG,Inner,2006,2006 - 08,33.073353473227
328,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Ealing CCG,Inner,2007,2007 - 09,29.1377920369646
329,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hillingdon CCG,Inner,2007,2007 - 09,27.785227167895695
330,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hounslow CCG,Inner,2007,2007 - 09,42.5446326745589
331,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS North West Surrey CCG,Inner,2007,2007 - 09,26.46
332,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Buckinghamshire CCG,Inner,2007,2007 - 09,22.8488168974341
333,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS East Berkshire CCG,Inner,2007,2007 - 09,33.441139015012695
334,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Ealing CCG,Inner,2008,2008 - 10,31.7703635775153
335,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hillingdon CCG,Inner,2008,2008 - 10,31.43015598739069
336,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hounslow CCG,Inner,2008,2008 - 10,43.4233684410857
337,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS North West Surrey CCG,Inner,2008,2008 - 10,24.52
338,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Buckinghamshire CCG,Inner,2008,2008 - 10,22.5339084150319
