,Year,Area Name,CCG Location,CCG_Poll_Map,LAT,LONG,Indicator Name,Value
250,2015,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,heathrow_distance,23268.28951
251,2016,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,heathrow_distance,23268.28951
252,2017,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,heathrow_distance,23268.28951
253,2018,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,heathrow_distance,23268.28951
254,2019,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,heathrow_distance,23268.28951
255,2003,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
256,2004,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
257,2005,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
258,2006,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
259,2007,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
260,2008,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
261,2009,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
262,2010,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
263,2011,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
264,2012,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
265,2013,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
266,2014,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
267,2015,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
268,2016,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
269,2017,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
270,2018,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
271,2019,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,heathrow_distance,17762.40187
272,2003,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,
273,2004,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,
274,2005,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,
275,2006,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,
276,2007,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,
277,2008,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,
278,2009,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,
279,2010,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,
280,2011,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,
281,2012,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,
282,2013,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,75.59
283,2014,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,81.26
284,2015,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,82.06
285,2016,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,83.9
286,2017,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,84.85
287,2018,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,72.82
288,2019,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Asthma Admissions Over 19yr,
289,2003,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,
290,2004,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,
291,2005,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,
292,2006,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,
293,2007,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,
294,2008,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,
295,2009,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,
296,2010,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,
297,2011,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,
298,2012,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,
299,2013,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,52.5
300,2014,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,97.28
301,2015,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,63.76
302,2016,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,70.02
303,2017,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,73.51
304,2018,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,78.62
305,2019,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Asthma Admissions Over 19yr,
306,2003,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,
307,2004,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,
308,2005,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,
309,2006,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,
310,2007,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,
311,2008,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,
312,2009,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,
313,2010,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,
314,2011,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,
315,2012,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,
316,2013,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,139.52
317,2014,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,142.95
318,2015,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,140.65
319,2016,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,147.82
320,2017,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,167.12
321,2018,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,152.31
322,2019,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Asthma Admissions Over 19yr,
323,2003,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,
324,2004,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,
325,2005,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,
326,2006,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,
327,2007,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,
328,2008,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,
329,2009,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,
330,2010,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,
331,2011,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,
332,2012,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,
333,2013,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,77.6
334,2014,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,102.05
335,2015,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,77.06
336,2016,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,117.37
337,2017,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,91.59
338,2018,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,114.44
339,2019,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Asthma Admissions Over 19yr,
340,2003,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,
341,2004,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,
342,2005,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,
343,2006,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,
344,2007,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,
345,2008,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,
346,2009,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,
347,2010,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,
348,2011,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,
349,2012,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,
350,2013,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,150.38
351,2014,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,149.97
352,2015,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,125.87
353,2016,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,112.2
354,2017,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,107.57
355,2018,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,98.56
356,2019,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Asthma Admissions Over 19yr,
357,2003,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,
358,2004,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,
359,2005,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,
360,2006,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,
361,2007,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,
362,2008,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,
363,2009,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,
364,2010,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,
365,2011,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,
366,2012,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,
367,2013,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,83.44
368,2014,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,94.97
369,2015,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,95.78
370,2016,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,99.37
371,2017,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,92.99
372,2018,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,86.81
373,2019,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Asthma Admissions Over 19yr,
374,2003,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,
375,2004,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,
376,2005,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,
377,2006,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,
378,2007,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,
379,2008,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,
380,2009,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,
381,2010,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,
382,2011,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,
383,2012,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,
384,2013,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,109.5
385,2014,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,132.98
386,2015,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,93.14
387,2016,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,94.93
388,2017,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,118.38
389,2018,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,120.61
390,2019,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Asthma Admissions Over 19yr,
391,2003,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,
392,2004,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,
393,2005,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,
394,2006,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,
395,2007,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,
396,2008,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,
397,2009,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,
398,2010,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,
399,2011,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,
400,2012,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,
401,2013,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,102.71
402,2014,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,98.75
403,2015,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,137.71
404,2016,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,134.71
405,2017,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,138.51
406,2018,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,134.57
407,2019,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Asthma Admissions Over 19yr,
408,2003,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,
409,2004,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,
410,2005,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,
411,2006,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,
412,2007,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,
413,2008,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,
414,2009,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,
415,2010,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,
416,2011,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,
417,2012,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,
418,2013,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,48.36
419,2014,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,53.85
420,2015,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,53.96
421,2016,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,84.57
422,2017,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,65.99
423,2018,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,68.04
424,2019,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Asthma Admissions Over 19yr,
425,2003,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Asthma Admissions Over 19yr,
426,2004,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Asthma Admissions Over 19yr,
427,2005,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Asthma Admissions Over 19yr,
428,2006,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Asthma Admissions Over 19yr,
429,2007,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Asthma Admissions Over 19yr,
430,2008,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Asthma Admissions Over 19yr,
431,2009,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Asthma Admissions Over 19yr,
432,2010,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Asthma Admissions Over 19yr,
433,2011,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Asthma Admissions Over 19yr,
434,2012,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Asthma Admissions Over 19yr,
435,2013,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Asthma Admissions Over 19yr,62.78
436,2014,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Asthma Admissions Over 19yr,108.15
437,2015,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Asthma Admissions Over 19yr,102.64
438,2016,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Asthma Admissions Over 19yr,101.38
